gene_id	gene_name	transcript_id	chrom	strand	tss	tx_start	tx_end	length	pol2_signal
ENSG00000158109.15	TPRG1L	ENST00000378344.7	chr1	+	3625015	3625015	3630127	5113	2.6595745
ENSG00000158113.13	LRRC43	ENST00000537729.5	chr12	+	122167738	122167738	122191474	23737	
ENSG00000158122.12	PRXL2C	ENST00000375234.8	chr9	-	96655317	96639577	96655317	15741	-1.75
ENSG00000158125.10	XDH	ENST00000379416.4	chr2	-	31414742	31334321	31414742	80422	
ENSG00000158156.9	XKR8	ENST00000675759.1	chr1	+	27959651	27959651	27968093	8443	1.1428572
ENSG00000158158.12	CNNM4	ENST00000377075.3	chr2	+	96760902	96760902	96811874	50973	21.439024
ENSG00000158161.16	EYA3	ENST00000540618.5	chr1	-	28088637	27970347	28088637	118291	-3.64
ENSG00000158163.15	DZIP1L	ENST00000327532.7	chr3	-	138115608	138061990	138115608	53619	-1.1666666
ENSG00000158164.7	TMSB15A	ENST00000289373.5	chrX	-	102516739	102513682	102516739	3058	
ENSG00000158169.14	FANCC	ENST00000289081.8	chr9	-	95317709	95099054	95317709	218656	-1.6923077
ENSG00000158186.13	MRAS	ENST00000614350.4	chr3	+	138347648	138347648	138405534	57887	
ENSG00000158195.11	WASF2	ENST00000618852.5	chr1	-	27490167	27404230	27490167	85938	-3.953125
ENSG00000158201.10	ABHD3	ENST00000289119.7	chr18	-	21704774	21650901	21704774	53874	-5.792453
ENSG00000158220.14	ESYT3	ENST00000389567.9	chr3	+	138434616	138434616	138479925	45310	
ENSG00000158234.13	FAIM	ENST00000338446.8	chr3	+	138608609	138608609	138633376	24768	1.1818181
ENSG00000158246.8	TENT5B	ENST00000289166.6	chr1	-	27012850	27005020	27012850	7831	-1.2727273
ENSG00000158258.16	CLSTN2	ENST00000458420.7	chr3	+	139935185	139935185	140577397	642213	1.0
ENSG00000158270.12	COLEC12	ENST00000400256.5	chr18	-	500701	316737	500701	183965	
ENSG00000158286.13	RNF207	ENST00000377939.5	chr1	+	6206119	6206119	6221299	15181	1.7
ENSG00000158290.19	CUL4B	ENST00000681652.1	chrX	-	120603930	120524987	120603930	78944	-1.2647059
ENSG00000158292.7	GPR153	ENST00000377893.3	chr1	-	6261098	6247353	6261098	13746	-1.625
ENSG00000158296.14	SLC13A3	ENST00000290317.9	chr20	-	46670139	46557823	46670139	112317	-1.0
ENSG00000158301.20	GPRASP2	ENST00000332262.10	chrX	+	102712445	102712445	102717733	5289	1.2
ENSG00000158315.11	RHBDL2	ENST00000372990.6	chr1	-	38941830	38885807	38941830	56024	-1.0
ENSG00000158321.19	AUTS2	ENST00000342771.10	chr7	+	69598475	69598475	70793506	1195032	
ENSG00000158352.18	SHROOM4	ENST00000376020.9	chrX	-	50814194	50586796	50814194	227399	
ENSG00000158373.9	H2BC5	ENST00000289316.2	chr6	+	26158146	26158146	26171349	13204	12.877907
ENSG00000158402.21	CDC25C	ENST00000513970.5	chr5	-	138338355	138285580	138338355	52776	-1.0
ENSG00000158406.6	H4C8	ENST00000377727.2	chr6	-	26285534	26285126	26285534	409	-5.7325583
ENSG00000158411.11	MITD1	ENST00000422537.6	chr2	-	99180927	99161947	99180927	18981	-3.45283
ENSG00000158417.12	EIF5B	ENST00000289371.11	chr2	+	99337389	99337389	99401326	63938	4.1666665
ENSG00000158423.17	RIBC1	ENST00000414955.6	chrX	+	53422856	53422856	53431120	8265	1.7
ENSG00000158427.15	TMSB15B	ENST00000419165.5	chrX	+	103918896	103918896	103965987	47092	
ENSG00000158428.5	CATIP	ENST00000715906.1	chr2	+	218356857	218356857	218368094	11238	1.0
ENSG00000158435.8	CNOT11	ENST00000289382.8	chr2	+	101252886	101252886	101270316	17431	4.464286
ENSG00000158445.10	KCNB1	ENST00000635878.1	chr20	-	49482009	49298107	49482009	183903	
ENSG00000158457.6	TSPAN33	ENST00000486685.3	chr7	+	129144707	129144707	129169699	24993	1.1333333
ENSG00000158458.21	NRG2	ENST00000541337.5	chr5	-	140043299	139846779	140043299	196521	
ENSG00000158467.17	AHCYL2	ENST00000325006.8	chr7	+	129225030	129225030	129430211	205182	2.195122
ENSG00000158470.5	B4GALT5	ENST00000371711.4	chr20	-	49713878	49632945	49713878	80934	-3.9464285
ENSG00000158473.8	CD1D	ENST00000368171.5	chr1	+	158178030	158178030	158186427	8398	1.0
ENSG00000158477.7	CD1A	ENST00000289429.6	chr1	+	158254424	158254424	158258269	3846	
ENSG00000158480.11	SPATA2	ENST00000289431.10	chr20	-	49915529	49903391	49915529	12139	-5.1044774
ENSG00000158481.13	CD1C	ENST00000368170.8	chr1	+	158289923	158289923	158294774	4852	
ENSG00000158485.11	CD1B	ENST00000368168.4	chr1	-	158331531	158327955	158331531	3577	
ENSG00000158486.15	DNAH3	ENST00000685858.1	chr16	-	21159441	20933111	21159441	226331	-1.4
ENSG00000158488.16	CD1E	ENST00000444681.6	chr1	+	158353696	158353696	158357553	3858	
ENSG00000158497.6	HMHB1	ENST00000289448.4	chr5	+	143812161	143812161	143820716	8556	
ENSG00000158516.12	CPA2	ENST00000222481.9	chr7	+	130266863	130266863	130289798	22936	
ENSG00000158517.16	NCF1	ENST00000289473.11	chr7	+	74774011	74774011	74789315	15305	
ENSG00000158525.16	CPA5	ENST00000474905.6	chr7	+	130344816	130344816	130368730	23915	
ENSG00000158526.8	TSR2	ENST00000375151.5	chrX	+	54440404	54440404	54448032	7629	3.0344827
ENSG00000158528.12	PPP1R9A	ENST00000433360.6	chr7	+	94907594	94907594	95296400	388807	
ENSG00000158545.16	ZC3H18	ENST00000301011.10	chr16	+	88570403	88570403	88631964	61562	2.7894738
ENSG00000158552.13	ZFAND2B	ENST00000436556.5	chr2	+	219195237	219195237	219207421	12185	1.0
ENSG00000158553.5	POM121L2	ENST00000429945.1	chr6	-	27311312	27285903	27311312	25410	
ENSG00000158555.15	GDPD5	ENST00000336898.8	chr11	-	75525941	75434640	75525941	91302	-2.8823528
ENSG00000158560.14	DYNC1I1	ENST00000630942.2	chr7	+	95772594	95772594	96110322	337729	1.6153846
ENSG00000158571.11	PFKFB1	ENST00000545676.5	chrX	-	54998534	54933134	54998534	65401	
ENSG00000158578.21	ALAS2	ENST00000650242.1	chrX	-	55030977	55009055	55030977	21923	-1.3157895
ENSG00000158604.16	TMED4	ENST00000289577.10	chr7	-	44582287	44576392	44582287	5896	-2.64
ENSG00000158615.10	PPP1R15B	ENST00000693720.1	chr1	-	204411590	204398890	204411590	12701	-2.6608696
ENSG00000158623.14	COPG2	ENST00000425248.5	chr7	-	130668748	130506238	130668748	162511	-3.1176472
ENSG00000158636.17	EMSY	ENST00000695367.1	chr11	+	76445018	76445018	76553031	108014	1.9782609
ENSG00000158639.13	PAGE5	ENST00000374955.8	chrX	+	55220346	55220346	55224108	3763	1.5625
ENSG00000158669.11	GPAT4	ENST00000396987.7	chr8	+	41578200	41578200	41625001	46802	2.516129
ENSG00000158683.10	PKD1L1	ENST00000289672.7	chr7	-	47948466	47774614	47948466	173853	
ENSG00000158691.16	ZSCAN12	ENST00000361028.6	chr6	-	28399734	28378821	28399734	20914	-4.4166665
ENSG00000158710.15	TAGLN2	ENST00000368097.9	chr1	-	159925507	159918111	159925507	7397	-3.8
ENSG00000158711.14	ELK4	ENST00000357992.9	chr1	-	205632011	205607943	205632011	24069	-4.4594593
ENSG00000158714.11	SLAMF8	ENST00000289707.10	chr1	+	159826873	159826873	159837492	10620	
ENSG00000158715.6	SLC45A3	ENST00000367145.4	chr1	-	205680509	205657851	205680509	22659	-1.516129
ENSG00000158716.9	DUSP23	ENST00000368109.5	chr1	+	159780932	159780932	159782543	1612	1.962963
ENSG00000158717.11	RNF166	ENST00000312838.9	chr16	-	88706408	88696501	88706408	9908	-3.2941177
ENSG00000158747.15	NBL1	ENST00000602662.1	chr1	+	19596979	19596979	19658056	61078	6.415385
ENSG00000158748.4	HTR6	ENST00000289753.2	chr1	+	19664875	19664875	19680966	16092	1.0
ENSG00000158764.7	ITLN2	ENST00000368029.4	chr1	-	160954809	160945025	160954809	9785	
ENSG00000158769.19	F11R	ENST00000368026.11	chr1	-	161021152	160995211	161021152	25942	-3.891892
ENSG00000158773.14	USF1	ENST00000368021.7	chr1	-	161045977	161039251	161045977	6727	-5.648148
ENSG00000158786.5	PLA2G2F	ENST00000375102.4	chr1	+	20139323	20139323	20150381	11059	
ENSG00000158792.16	SPATA2L	ENST00000289805.10	chr16	-	89701705	89696357	89701705	5349	-2.1568627
ENSG00000158793.14	NIT1	ENST00000368008.5	chr1	+	161118118	161118118	161125445	7328	2.413793
ENSG00000158796.17	DEDD	ENST00000545495.5	chr1	-	161132688	161120977	161132688	11712	-2.4594595
ENSG00000158805.12	ZNF276	ENST00000289816.9	chr16	+	89720985	89720985	89740903	19919	2.6752136
ENSG00000158806.14	NPM2	ENST00000518119.6	chr8	+	22024134	22024134	22036897	12764	1.0
ENSG00000158813.18	EDA	ENST00000374553.6	chrX	+	69616067	69616067	70039469	423403	1.0
ENSG00000158815.11	FGF17	ENST00000518533.5	chr8	+	22042398	22042398	22048806	6409	1.0
ENSG00000158816.16	VWA5B1	ENST00000289815.13	chr1	+	20290875	20290875	20359518	68644	
ENSG00000158825.6	CDA	ENST00000375071.4	chr1	+	20589097	20589097	20618903	29807	
ENSG00000158828.8	PINK1	ENST00000321556.5	chr1	+	20633458	20633458	20651511	18054	3.5263157
ENSG00000158850.15	B4GALT3	ENST00000622395.4	chr1	-	161177968	161171311	161177968	6658	-1.0
ENSG00000158856.19	DMTN	ENST00000381470.7	chr8	+	22053570	22053570	22082524	28955	1.0
ENSG00000158859.10	ADAMTS4	ENST00000367996.6	chr1	-	161199054	161184302	161199054	14753	-1.2142857
ENSG00000158863.22	FHIP2B	ENST00000289921.8	chr8	+	22089150	22089150	22104911	15762	2.909091
ENSG00000158864.13	NDUFS2	ENST00000677550.1	chr1	+	161197372	161197372	161214381	17010	1.0
ENSG00000158865.13	SLC5A11	ENST00000347898.7	chr16	+	24845841	24845841	24911628	65788	
ENSG00000158869.11	FCER1G	ENST00000367992.7	chr1	+	161215279	161215279	161220699	5421	1.4705882
ENSG00000158874.12	APOA2	ENST00000468465.5	chr1	-	161223631	161222292	161223631	1340	
ENSG00000158882.15	TOMM40L	ENST00000545897.5	chr1	+	161225939	161225939	161230744	4806	1.7142857
ENSG00000158887.20	MPZ	ENST00000672602.2	chr1	-	161309968	161304735	161309968	5234	
ENSG00000158901.12	WFDC8	ENST00000357199.8	chr20	-	45579326	45551153	45579326	28174	
ENSG00000158941.17	CCAR2	ENST00000308511.9	chr8	+	22604757	22604757	22620471	15715	1.5833334
ENSG00000158955.11	WNT9B	ENST00000575372.5	chr17	+	46833201	46833201	46875146	41946	1.0
ENSG00000158966.16	CACHD1	ENST00000651257.2	chr1	+	64470129	64470129	64693053	222925	
ENSG00000158985.14	CDC42SE2	ENST00000395246.5	chr5	+	131264009	131264009	131394687	130679	5.3333335
ENSG00000158987.22	RAPGEF6	ENST00000509018.6	chr5	-	131635229	131423921	131635229	211309	-3.9270833
ENSG00000159023.23	EPB41	ENST00000647103.1	chr1	+	28887091	28887091	29120041	232951	3.128205
ENSG00000159055.4	MIS18A	ENST00000290130.4	chr21	-	32279049	32268228	32279049	10822	-2.4035087
ENSG00000159063.14	ALG8	ENST00000679559.1	chr11	-	78139648	78095244	78139648	44405	-3.108108
ENSG00000159069.14	FBXW5	ENST00000325285.8	chr9	-	136944738	136940435	136944738	4304	-4.452381
ENSG00000159079.19	CFAP298	ENST00000290155.8	chr21	-	32612377	32599354	32612377	13024	-2.0666666
ENSG00000159082.18	SYNJ1	ENST00000382491.7	chr21	-	32728040	32628759	32728040	99282	-3.8679245
ENSG00000159086.15	PAXBP1	ENST00000331923.9	chr21	-	32771755	32733899	32771755	37857	-4.489362
ENSG00000159110.22	IFNAR2	ENST00000683941.1	chr21	+	33205282	33205282	33265664	60383	
ENSG00000159111.13	MRPL10	ENST00000351111.7	chr17	-	47831541	47823272	47831541	8270	-2.9552238
ENSG00000159128.16	IFNGR2	ENST00000421802.1	chr21	+	33432319	33432319	33479348	47030	1.0588236
ENSG00000159131.17	GART	ENST00000381839.7	chr21	-	33542861	33503931	33542861	38931	-4.6380954
ENSG00000159140.23	SON	ENST00000356577.10	chr21	+	33543038	33543038	33577481	34444	8.808219
ENSG00000159147.18	DONSON	ENST00000303113.10	chr21	-	33588670	33575477	33588670	13194	-3.398374
ENSG00000159164.10	SV2A	ENST00000369146.8	chr1	-	149917844	149903318	149917844	14527	-1.0
ENSG00000159166.15	LAD1	ENST00000391967.7	chr1	-	201399324	201380833	201399324	18492	
ENSG00000159167.12	STC1	ENST00000290271.7	chr8	-	23854806	23841929	23854806	12878	-1.0
ENSG00000159173.20	TNNI1	ENST00000336092.8	chr1	-	201429866	201408864	201429866	21003	
ENSG00000159176.14	CSRP1	ENST00000367306.5	chr1	-	201509456	201483530	201509456	25927	
ENSG00000159182.5	PRAC1	ENST00000290294.5	chr17	-	48722518	48721719	48722518	800	-1.0
ENSG00000159184.8	HOXB13	ENST00000290295.8	chr17	-	48728750	48724763	48728750	3988	
ENSG00000159189.13	C1QC	ENST00000695749.1	chr1	+	22643014	22643014	22648110	5097	
ENSG00000159197.5	KCNE2	ENST00000715813.1	chr21	+	34180729	34180729	34371006	190278	1.0
ENSG00000159199.14	ATP5MC1	ENST00000355938.9	chr17	+	48892765	48892765	48895871	3107	2.368421
ENSG00000159200.18	RCAN1	ENST00000313806.9	chr21	-	34615113	34516442	34615113	98672	-1.75
ENSG00000159202.18	UBE2Z	ENST00000360943.10	chr17	+	48908407	48908407	48929056	20650	6.1707315
ENSG00000159208.16	CIART	ENST00000369095.5	chr1	+	150282543	150282543	150287093	4551	1.0
ENSG00000159210.10	SNF8	ENST00000502492.6	chr17	-	48944842	48929316	48944842	15527	-5.951613
ENSG00000159212.13	CLIC6	ENST00000349499.3	chr21	+	34668994	34668994	34718223	49230	
ENSG00000159214.13	CCDC24	ENST00000372318.8	chr1	+	43991599	43991599	43996528	4930	2.494737
ENSG00000159216.20	RUNX1	ENST00000475045.6	chr21	-	36004667	34887046	36004667	1117622	-1.0
ENSG00000159217.10	IGF2BP1	ENST00000290341.8	chr17	+	48997385	48997385	49056145	58761	2.935065
ENSG00000159224.4	GIP	ENST00000357424.2	chr17	-	48968596	48958554	48968596	10043	
ENSG00000159228.13	CBR1	ENST00000530908.5	chr21	+	36069941	36069941	36073166	3226	2.4666667
ENSG00000159231.6	CBR3	ENST00000290354.6	chr21	+	36135079	36135079	36146562	11484	
ENSG00000159248.5	GJD2	ENST00000290374.5	chr15	-	34754998	34751032	34754998	3967	
ENSG00000159251.10	ACTC1	ENST00000713613.1	chr15	-	34795549	34790225	34795549	5325	-1.5
ENSG00000159256.13	MORC3	ENST00000400485.6	chr21	+	36320197	36320197	36376632	56436	3.5189874
ENSG00000159259.8	CHAF1B	ENST00000314103.6	chr21	+	36385392	36385392	36419015	33624	3.6309524
ENSG00000159261.12	CLDN14	ENST00000342108.2	chr21	-	36576569	36460621	36576569	115949	
ENSG00000159263.16	SIM2	ENST00000290399.11	chr21	+	36699115	36699115	36749917	50803	
ENSG00000159267.17	HLCS	ENST00000336648.8	chr21	-	36990236	36750888	36990236	239349	-3.578125
ENSG00000159289.6	GOLGA6A	ENST00000290438.3	chr15	-	74082550	74069857	74082550	12694	
ENSG00000159307.20	SCUBE1	ENST00000360835.9	chr22	-	43343372	43197280	43343372	146093	
ENSG00000159314.13	ARHGAP27	ENST00000685559.1	chr17	-	45432870	45393908	45432870	38963	-1.0
ENSG00000159322.18	ADPGK	ENST00000456471.3	chr15	-	72783758	72751294	72783758	32465	-5.766667
ENSG00000159335.19	PTMS	ENST00000710358.1	chr12	+	6766144	6766144	6770952	4809	1.2222222
ENSG00000159337.7	PLA2G4D	ENST00000290472.4	chr15	-	42094562	42067009	42094562	27554	
ENSG00000159339.13	PADI4	ENST00000375448.4	chr1	+	17308197	17308197	17364004	55808	1.3333334
ENSG00000159346.13	ADIPOR1	ENST00000340990.10	chr1	-	202958312	202940832	202958312	17481	-4.0697675
ENSG00000159348.13	CYB5R1	ENST00000367249.9	chr1	-	202967257	202961873	202967257	5385	-2.0344827
ENSG00000159352.16	PSMD4	ENST00000368881.8	chr1	+	151254709	151254709	151267459	12751	3.893617
ENSG00000159363.19	ATP13A2	ENST00000452699.5	chr1	-	17011928	16985958	17011928	25971	-2.4705882
ENSG00000159374.18	M1AP	ENST00000421985.2	chr2	-	74648330	74557883	74648330	90448	
ENSG00000159377.11	PSMB4	ENST00000290541.7	chr1	+	151399573	151399573	151401937	2365	2.4444444
ENSG00000159387.8	IRX6	ENST00000290552.8	chr16	+	55324203	55324203	55330756	6554	1.0
ENSG00000159388.6	BTG2	ENST00000290551.5	chr1	+	203305519	203305519	203309602	4084	4.5595236
ENSG00000159398.16	CES5A	ENST00000521992.5	chr16	-	55956031	55846154	55956031	109878	
ENSG00000159399.10	HK2	ENST00000290573.7	chr2	+	74834127	74834127	74893359	59233	2.826087
ENSG00000159403.18	C1R	ENST00000647956.2	chr12	-	7092445	7080219	7092445	12227	-1.125
ENSG00000159409.15	CELF3	ENST00000290583.9	chr1	-	151716803	151700058	151716803	16746	
ENSG00000159423.17	ALDH4A1	ENST00000375341.8	chr1	-	18902555	18871430	18902555	31126	-1.9387755
ENSG00000159433.12	STARD9	ENST00000290607.12	chr15	+	42575606	42575606	42720998	145393	2.0882354
ENSG00000159445.13	THEM4	ENST00000368814.8	chr1	-	151909511	151870866	151909511	38646	-4.268293
ENSG00000159450.13	TCHH	ENST00000614923.2	chr1	-	152115444	152106317	152115444	9128	
ENSG00000159455.9	LCE2B	ENST00000368780.4	chr1	+	152686123	152686123	152687397	1275	
ENSG00000159459.12	UBR1	ENST00000290650.9	chr15	-	43106038	42942897	43106038	163142	-1.6904762
ENSG00000159461.15	AMFR	ENST00000290649.10	chr16	-	56425545	56361452	56425545	64094	-2.4545455
ENSG00000159479.17	MED8	ENST00000290663.10	chr1	-	43389808	43383917	43389808	5892	-3.7115386
ENSG00000159495.8	TGM7	ENST00000452443.3	chr15	-	43302255	43276271	43302255	25985	
ENSG00000159496.15	RGL4	ENST00000401461.5	chr22	+	23688142	23688142	23699176	11035	
ENSG00000159516.9	SPRR2G	ENST00000368748.5	chr1	-	153150890	153149582	153150890	1309	
ENSG00000159527.4	PGLYRP3	ENST00000683862.1	chr1	-	153312952	153297116	153312952	15837	
ENSG00000159556.10	ISL2	ENST00000290759.9	chr15	+	76336773	76336773	76342475	5703	4.5333333
ENSG00000159579.14	RSPRY1	ENST00000394420.9	chr16	+	57186329	57186329	57240469	54141	2.79661
ENSG00000159588.15	CCDC17	ENST00000528266.6	chr1	-	45624054	45620044	45624054	4011	-1.5333333
ENSG00000159592.11	GPBP1L1	ENST00000290795.7	chr1	-	45686536	45627304	45686536	59233	-3.5858586
ENSG00000159593.15	NAE1	ENST00000561579.6	chr16	-	66873256	66817470	66873256	55787	-2.1875
ENSG00000159596.7	TMEM69	ENST00000372025.5	chr1	+	45688181	45688181	45694436	6256	1.5581396
ENSG00000159618.16	ADGRG5	ENST00000349457.8	chr16	+	57542643	57542643	57577189	34547	
ENSG00000159625.15	DRC7	ENST00000360716.8	chr16	+	57694806	57694806	57731805	37000	1.0
ENSG00000159640.17	ACE	ENST00000428043.5	chr17	+	63477061	63477061	63498380	21320	1.4545455
ENSG00000159648.13	SPMIP8	ENST00000441824.4	chr16	+	57976544	57976544	57988116	11573	1.0
ENSG00000159650.9	UROC1	ENST00000290868.7	chr3	-	126517773	126481166	126517773	36608	
ENSG00000159658.15	EFCAB14	ENST00000674435.1	chr1	-	46719136	46675165	46719136	43972	-4.244898
ENSG00000159674.12	SPON2	ENST00000617421.4	chr4	-	1208962	1166937	1208962	42026	-1.2857143
ENSG00000159685.11	CHCHD6	ENST00000290913.8	chr3	+	126704240	126704240	126960420	256181	1.6666666
ENSG00000159692.18	CTBP1	ENST00000503594.6	chr4	-	1250329	1211685	1250329	38645	
ENSG00000159708.18	LRRC36	ENST00000329956.11	chr16	+	67326815	67326815	67385204	58390	1.25
ENSG00000159713.11	TPPP3	ENST00000290942.9	chr16	-	67393518	67389825	67393518	3694	-1.8888888
ENSG00000159714.12	ZDHHC1	ENST00000565726.3	chr16	-	67416477	67394152	67416477	22326	
ENSG00000159720.13	ATP6V0D1	ENST00000290949.8	chr16	-	67481157	67438019	67481157	43139	-3.6086957
ENSG00000159723.5	AGRP	ENST00000290953.3	chr16	-	67483547	67482571	67483547	977	
ENSG00000159733.14	ZFYVE28	ENST00000290974.7	chr4	-	2418645	2269597	2418645	149049	-4.42
ENSG00000159753.15	CARMIL2	ENST00000696175.1	chr16	+	67645004	67645004	67657569	12566	1.0
ENSG00000159761.15	C16orf86	ENST00000403458.9	chr16	+	67666814	67666814	67668755	1942	1.0
ENSG00000159763.4	PIP	ENST00000291009.4	chr7	+	143132077	143132077	143139739	7663	
ENSG00000159784.18	FAM131B	ENST00000409346.5	chr7	-	143362725	143353401	143362725	9325	
ENSG00000159788.20	RGS12	ENST00000336727.8	chr4	+	3293021	3293021	3439913	146893	1.7931035
ENSG00000159792.10	PSKH1	ENST00000291041.6	chr16	+	67893254	67893254	67929676	36423	3.913793
ENSG00000159840.16	ZYX	ENST00000322764.10	chr7	+	143381345	143381345	143391111	9767	3.746988
ENSG00000159842.16	ABR	ENST00000574139.7	chr17	-	1229738	1003519	1229738	226220	-1.125
ENSG00000159871.15	LYPD5	ENST00000602179.1	chr19	-	43827199	43798502	43827199	28698	
ENSG00000159873.10	CCDC117	ENST00000421503.6	chr22	+	28772674	28772674	28789301	16628	2.509804
ENSG00000159882.13	ZNF230	ENST00000429154.7	chr19	+	44002957	44002957	44013924	10968	1.8421053
ENSG00000159884.12	CCDC107	ENST00000426546.7	chr9	+	35658292	35658292	35661511	3220	1.4137931
ENSG00000159885.14	ZNF222	ENST00000187879.12	chr19	+	44025363	44025363	44033110	7748	2.724138
ENSG00000159899.16	NPR2	ENST00000342694.7	chr9	+	35791591	35791591	35809731	18141	1.0
ENSG00000159905.15	ZNF221	ENST00000587682.6	chr19	+	43951228	43951228	43967709	16482	2.5
ENSG00000159915.13	ZNF233	ENST00000683810.1	chr19	+	44259886	44259886	44275317	15432	1.2
ENSG00000159917.17	ZNF235	ENST00000589799.5	chr19	-	44305019	44236110	44305019	68910	-2.7948718
ENSG00000159921.20	GNE	ENST00000396594.8	chr9	-	36276978	36214441	36276978	62538	-1.0
ENSG00000159958.7	TNFRSF13C	ENST00000291232.5	chr22	-	41926806	41922032	41926806	4775	-1.3571428
ENSG00000159961.3	OR3A3	ENST00000641141.1	chr17	+	3411370	3411370	3424070	12701	
ENSG00000160007.20	ARHGAP35	ENST00000672722.1	chr19	+	46860997	46860997	47005077	144081	2.5306122
ENSG00000160013.10	PTGIR	ENST00000718329.1	chr19	-	46625049	46618550	46625049	6500	-1.25
ENSG00000160014.17	CALM3	ENST00000291295.14	chr19	+	46601330	46601330	46610782	9453	4.322581
ENSG00000160049.12	DFFA	ENST00000377038.8	chr1	-	10472529	10456522	10472529	16008	-3.8888888
ENSG00000160050.16	CCDC28B	ENST00000373602.10	chr1	+	32200595	32200595	32205387	4793	1.6666666
ENSG00000160051.12	IQCC	ENST00000291358.11	chr1	+	32205671	32205671	32208682	3012	3.368932
ENSG00000160055.20	TMEM234	ENST00000309777.11	chr1	-	32222353	32216200	32222353	6154	-2.7307692
ENSG00000160058.19	BSDC1	ENST00000455895.7	chr1	-	32394441	32364633	32394441	29809	-2.488889
ENSG00000160062.15	ZBTB8A	ENST00000373510.9	chr1	+	32539427	32539427	32605941	66515	1.0
ENSG00000160072.20	ATAD3B	ENST00000673477.1	chr1	+	1471765	1471765	1497848	26084	2.25
ENSG00000160075.12	SSU72	ENST00000291386.4	chr1	-	1574863	1541673	1574863	33191	-5.3018866
ENSG00000160087.21	UBE2J2	ENST00000349431.11	chr1	-	1273854	1253912	1273854	19943	-6.0363636
ENSG00000160094.15	ZNF362	ENST00000539719.6	chr1	+	33256492	33256492	33300719	44228	1.0
ENSG00000160097.21	FNDC5	ENST00000710568.1	chr1	-	32871131	32862268	32871131	8864	-1.0
ENSG00000160111.15	CPAMD8	ENST00000443236.7	chr19	-	17026810	16892951	17026810	133860	
ENSG00000160113.6	NR2F6	ENST00000291442.4	chr19	-	17245919	17231883	17245919	14037	-4.148148
ENSG00000160117.16	ANKLE1	ENST00000394458.7	chr19	+	17281645	17281645	17287646	6002	1.1
ENSG00000160124.9	MIX23	ENST00000291458.9	chr3	-	122383231	122359591	122383231	23641	-1.117647
ENSG00000160131.14	VMA21	ENST00000330374.7	chrX	+	151397206	151397206	151409364	12159	2.45283
ENSG00000160145.16	KALRN	ENST00000682506.1	chr3	+	124033369	124033369	124726325	692957	1.2222222
ENSG00000160161.9	CILP2	ENST00000586018.5	chr19	+	19538248	19538248	19546659	8412	1.2666667
ENSG00000160179.20	ABCG1	ENST00000398457.6	chr21	+	42199689	42199689	42297244	97556	1.0
ENSG00000160180.17	TFF3	ENST00000518498.3	chr21	-	42315409	42311667	42315409	3743	
ENSG00000160181.9	TFF2	ENST00000291526.5	chr21	-	42350994	42346357	42350994	4638	
ENSG00000160182.3	TFF1	ENST00000291527.3	chr21	-	42366535	42362282	42366535	4254	
ENSG00000160183.17	TMPRSS3	ENST00000433957.7	chr21	-	42396052	42371887	42396052	24166	
ENSG00000160185.15	UBASH3A	ENST00000319294.11	chr21	+	42403902	42403902	42447684	43783	2.0
ENSG00000160188.10	RSPH1	ENST00000291536.8	chr21	-	42496224	42472486	42496224	23739	-1.0
ENSG00000160190.14	SLC37A1	ENST00000398341.7	chr21	+	42499632	42499632	42581440	81809	1.0
ENSG00000160191.18	PDE9A	ENST00000291539.11	chr21	+	42653621	42653621	42775509	121889	
ENSG00000160193.12	WDR4	ENST00000330317.6	chr21	-	42879531	42843094	42879531	36438	-2.7692308
ENSG00000160194.18	NDUFV3	ENST00000340344.4	chr21	+	42893268	42893268	42913304	20037	2.4545455
ENSG00000160199.15	PKNOX1	ENST00000432907.6	chr21	+	42974510	42974510	43033931	59422	1.5333333
ENSG00000160200.18	CBS	ENST00000352178.9	chr21	-	43076378	43053191	43076378	23188	
ENSG00000160201.12	U2AF1	ENST00000291552.9	chr21	-	43107570	43092956	43107570	14615	-1.0
ENSG00000160202.8	CRYAA	ENST00000291554.6	chr21	+	43169008	43169008	43172805	3798	
ENSG00000160207.9	HSF2BP	ENST00000291560.7	chr21	-	43659488	43529186	43659488	130303	-5.7608695
ENSG00000160208.13	RRP1B	ENST00000340648.6	chr21	+	43659560	43659560	43696079	36520	3.7704918
ENSG00000160209.19	PDXK	ENST00000468090.5	chr21	+	43719097	43719097	43762307	43211	5.5342464
ENSG00000160211.20	G6PD	ENST00000696420.1	chrX	-	154546846	154517825	154546846	29022	-3.064516
ENSG00000160213.10	CSTB	ENST00000640406.1	chr21	-	43776318	43772521	43776318	3798	-1.7777778
ENSG00000160214.13	RRP1	ENST00000497547.2	chr21	+	43789577	43789577	43805293	15717	3.4868422
ENSG00000160216.21	AGPAT3	ENST00000291572.13	chr21	+	43865223	43865223	43987592	122370	2.3275862
ENSG00000160218.13	TRAPPC10	ENST00000291574.9	chr21	+	44012309	44012309	44106552	94244	5.6349206
ENSG00000160219.12	GAB3	ENST00000424127.3	chrX	-	154751077	154675249	154751077	75829	-1.3478261
ENSG00000160221.18	GATD3	ENST00000646873.1	chr21	+	44136075	44136075	44210114	74040	
ENSG00000160223.18	ICOSLG	ENST00000643466.2	chr21	-	44240943	44215382	44240943	25562	
ENSG00000160224.17	AIRE	ENST00000291582.6	chr21	+	44285876	44285876	44298648	12773	
